no,profile_id,profile_name,profile_link,profile_affiliations,profile_email,profile_interests,first_publication_year,total_number_publications,profile_cited_by_count,h_index,i10_index,number_publications_percentile,number_publications_rank,citation_count_percentile,citation_count_rank,hindex_percentile,hindex_rank
11820,SIgBxlsAAAAJ,Livondo Luhaz,https://scholar.google.com/citations?hl=en&user=SIgBxlsAAAAJ,"University of Eldoret, Egerton University, Moi University",Verified email at uoeld.ac.ke,"c(""ICT4AgDev"", ""Data Science"", ""Agricultural Innovation"")",2018,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11821,e3SRhKMAAAAJ,Nivedhitha DP,https://scholar.google.com/citations?hl=en&user=e3SRhKMAAAAJ,"Student, RMK Engineering College",Verified email at rmkec.ac.in,"c(""Machine Learning"", ""Data Science"", ""Artificial Intelligence"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11822,K0TLlSoAAAAJ,Sahussawud Khunruksa,https://scholar.google.com/citations?hl=en&user=K0TLlSoAAAAJ,"Research Member, MIV Lab - IT KMITL",Verified email at kmitl.ac.th,"c(""Machine learning"", ""Deep learning"", ""Natural Language Processing"", ""Data Science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11823,x6VeC7sAAAAJ,Jhon G. Botello,https://scholar.google.com/citations?hl=en&user=x6VeC7sAAAAJ,"Graduate Research Assistant, PhD Student In computer Science, Old Dominion University …",Verified email at odu.edu,"c(""Survey Research"", ""Migration"", ""Machine Learning"", ""Data Science"", ""Modeling and Simulation"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11824,CCYtPG4AAAAJ,Abdulaziz Almass,https://scholar.google.com/citations?hl=en&user=CCYtPG4AAAAJ,Aramco,,"c(""machine learning"", ""ai"", ""data science"")",2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11825,NvGMzqIAAAAJ,Chanuka Dinuwan,https://scholar.google.com/citations?hl=en&user=NvGMzqIAAAAJ,"Software Engineer, Wiley",Verified email at wiley.com,"c(""Machine Learning"", ""Artificial Intelligence"", ""Data science"", ""Application programming interface security"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11826,WD21HvgAAAAJ,Sourasish Nath,https://scholar.google.com/citations?hl=en&user=WD21HvgAAAAJ,"Student, JIS University",,Data Science,2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11827,q42mRYgAAAAJ,Tiasha Dutta,https://scholar.google.com/citations?hl=en&user=q42mRYgAAAAJ,"Student, JIS University",,Data Science,2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11828,6HzgYOUAAAAJ,Simrat Deol,https://scholar.google.com/citations?hl=en&user=6HzgYOUAAAAJ,Keshav Mahavidyalaya,Verified email at keshav.du.ac.in,"c(""data science"", ""machine learning"", ""deep learning"", ""natural language processing"")",Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11829,q--nSa4AAAAJ,rebecca lupyani,https://scholar.google.com/citations?hl=en&user=q--nSa4AAAAJ,The University of Zambia,Verified email at cs.unza.zm,"c(""Data Science"", ""Artificial Intelligence"", ""Information Systems"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11830,MOE5CyEAAAAJ,Redho Aidil Iqrom,https://scholar.google.com/citations?hl=en&user=MOE5CyEAAAAJ,Universitas Bina Darma,,"c(""Teknologi Informasi"", ""Sistem Informasi"", ""Data Science"")",2019,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11831,hgWBgYEAAAAJ,Nadeen Amgad,https://scholar.google.com/citations?hl=en&user=hgWBgYEAAAAJ,Software Engineer,Verified email at msa.edu.eg,"c(""Software Engineering"", ""Data Science"", ""Machine Learning"", ""Deep Learning"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11832,yJq1Z68AAAAJ,Ioannis Dravilas,https://scholar.google.com/citations?hl=en&user=yJq1Z68AAAAJ,"BSc, National and Kapodistrian University of Athens",Verified email at di.uoa.gr,"c(""Machine Learning"", ""Deep Learning"", ""Data Science"", ""Meteorology"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11833,yhnch9UAAAAJ,Chandreyi Chowdhury,https://scholar.google.com/citations?hl=en&user=yhnch9UAAAAJ,"Vellore Institute of Technology, Vellore",Verified email at vitstudent.ac.in,Data Science,Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11834,lhopJ4oAAAAJ,Ayman Sajjad Akash,https://scholar.google.com/citations?hl=en&user=lhopJ4oAAAAJ,"Graduate Research Assistant, Industrial and Manufacturing Engineering, North Dakota State …",Verified email at ndsu.edu,"c(""Data Science"", ""Machine Learning"", ""Artificial Intelligence"", ""Composite Material"")",Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11835,VEtN7JgAAAAJ,Aziza Saber Jabdaragh,https://scholar.google.com/citations?hl=en&user=VEtN7JgAAAAJ,"Graduate Student, Bilkent University",Verified email at bilkent.edu.tr,"c(""Machine Learning"", ""Deep Learning"", ""Computer Vision"", ""Medical Image Analysis"", ""Data Science"")",2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11836,7WjzvFYAAAAJ,Angelito Lungay Catajan Jr.,https://scholar.google.com/citations?hl=en&user=7WjzvFYAAAAJ,Cavite State University,Verified email at cvsu.edu.ph,"c(""data science"", ""machine learning"", ""reinforcement learning"", ""crypto and indices trading"")",2017,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11837,QQdoZa0AAAAJ,Pallavi Shukla,https://scholar.google.com/citations?hl=en&user=QQdoZa0AAAAJ,"United College of Engineering & Research,Prayagraj",,"c(""Data Science"", ""Sentiment Analysis"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11838,5ZUxYpUAAAAJ,Anand Krishnan,https://scholar.google.com/citations?hl=en&user=5ZUxYpUAAAAJ,Graduate Research Assistant,Verified email at uw.edu,"c(""Machine Learning"", ""Data Science"", ""Mechanical Engineering"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11839,SkNE-koAAAAJ,Michael Vinh Pham,https://scholar.google.com/citations?hl=en&user=SkNE-koAAAAJ,Swarthmore College,Verified email at swarthmore.edu,"c(""Machine Learning"", ""Data Science"", ""Econometrics"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11840,QdlPbesAAAAJ,Sadhana Kekan,https://scholar.google.com/citations?hl=en&user=QdlPbesAAAAJ,Assistant Professor,Verified email at moderncoe.edu.in,"c(""Machine Learning"", ""Artificial Intelligence"", ""Data Science"")",Inf,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11841,SzS3lUQAAAAJ,Nandaraj M,https://scholar.google.com/citations?hl=en&user=SzS3lUQAAAAJ,Student,Verified email at cmr.edu.in,"c(""Data Science"", ""software development"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11842,HW5t6nwAAAAJ,Monish Kumar Manikya Veerabhadran,https://scholar.google.com/citations?hl=en&user=HW5t6nwAAAAJ,rochester institute of technology,Verified email at g.rit.edu,"c(""machine learning"", ""data science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11843,zl8mzIIAAAAJ,Oscar Jara R,https://scholar.google.com/citations?hl=en&user=zl8mzIIAAAAJ,,Verified email at uach.cl,"c(""Simulation models"", ""Data Science"")",Inf,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11844,F6hmXtUAAAAJ,Margi Shah,https://scholar.google.com/citations?hl=en&user=F6hmXtUAAAAJ,Student at Charotar University of Science and Technology,Verified email at charusat.edu.in,"c(""Artificial Intelligence"", ""Machine Learning"", ""Data Science"", ""Deep Learning"")",2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11845,DjBIj1QAAAAJ,Adriana Ricklin,https://scholar.google.com/citations?hl=en&user=DjBIj1QAAAAJ,Hochschule Luzern,Verified email at hslu.ch,"c(""Data Science"", ""Reinforcement Learning"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11846,lPl96cUAAAAJ,Robiatul Adawiyah Al-Qosh,https://scholar.google.com/citations?hl=en&user=lPl96cUAAAAJ,MDS Candidate at Monash University,Verified email at student.monash.edu,"c(""Data Science"", ""Machine Learning"", ""Quran Science"")",Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11847,Pq_LIXYAAAAJ,Jing Zhang,https://scholar.google.com/citations?hl=en&user=Pq_LIXYAAAAJ,University of Kentucky,Verified email at g.uky.edu,"c(""Data science"", ""quantitative methods"", ""HLM"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11848,GKTLW8YAAAAJ,kishorevarma Manthena,https://scholar.google.com/citations?hl=en&user=GKTLW8YAAAAJ,"JNTUK,Assistant Professor,CSE Department,SRKREC(A)",Verified email at srkrec.ac.in,"c(""Machine Learning & AI"", ""Data Science"", ""IOT"")",2022,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11849,hi8VOhkAAAAJ,Dr. Yeheyies Tekleselassie,https://scholar.google.com/citations?hl=en&user=hi8VOhkAAAAJ,Director of Validation and Compliance,Verified email at laverne.edu,"c(""Leadership"", ""Data Science"", ""Continuous Improvement"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11850,RhV5yUEAAAAJ,RISHI NARANG,https://scholar.google.com/citations?hl=en&user=RhV5yUEAAAAJ,Liverpool John Moors University,,"c(""Data Science"", ""Machine Learning"", ""Artificial Intelleligence"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11851,ZIR4yU4AAAAJ,Soumyadip Laha,https://scholar.google.com/citations?hl=en&user=ZIR4yU4AAAAJ,BTech Data science students,Verified email at nshm.edu.in,"c(""data science"", ""machine learning"", ""AI"")",Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11852,jHtz8RUAAAAJ,oyesigye owen,https://scholar.google.com/citations?hl=en&user=jHtz8RUAAAAJ,"Information Technology, Health Informatics",Verified email at as.bsu.ac.ug,"c(""Cyber Security"", ""Data science"", ""Data analysis"", ""Modeling & Prediction"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11853,GlJPV9IAAAAJ,Prof. Ms. Gulnaz Thakur,https://scholar.google.com/citations?hl=en&user=GlJPV9IAAAAJ,PGP in Data Science(Purdue University)- Asst. Professor of CE at Vishwakarma University …,Verified email at vupune.ac.in,"c(""Data Science"", ""ML"", ""AI"")",Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11854,tQogWmIAAAAJ,Chengdong Shi,https://scholar.google.com/citations?hl=en&user=tQogWmIAAAAJ,The University of Manchester,Verified email at postgrad.manchester.ac.uk,"c(""Functional Data Analysis"", ""Machine Learning"", ""Data Science"")",2022,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11855,xaPDkHAAAAAJ,Rafael Pieper,https://scholar.google.com/citations?hl=en&user=xaPDkHAAAAAJ,,,"c(""Data Science"", ""Naval Architecture"", ""Data analytics"")",2018,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11856,dYUQOqMAAAAJ,Ekarach Thammasa,https://scholar.google.com/citations?hl=en&user=dYUQOqMAAAAJ,"Lecturer in Computer Technololy Department, Ubonratchathani Rajabhat University",Verified email at ubru.ac.th,"c(""Data Science"", ""Mobil Technology"")",2021,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11857,7eyiB20AAAAJ,Asad Jamil,https://scholar.google.com/citations?hl=en&user=7eyiB20AAAAJ,,,Data Science,2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11858,yHajknIAAAAJ,Santatriniaina Avotra Randrianambinina,https://scholar.google.com/citations?hl=en&user=yHajknIAAAAJ,"AIMS-Cameroon alumni, intern at EPFL",Verified email at aims-cameroon.org,"c(""Stochastic analysis"", ""probability and statistics"", ""data science"")",2022,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11859,r9J7Pv2Fa6wC,Fabian Fingerhut,https://scholar.google.com/citations?hl=en&user=r9J7Pv2Fa6wC,Sirris,Verified email at sirris.be,"c(""data science"", ""timeseries"", ""anomaly detection"", ""continual learning"")",2022,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11860,kcOgufsAAAAJ,Francesco Vinci,https://scholar.google.com/citations?hl=en&user=kcOgufsAAAAJ,Università degli Studi di Padova,Verified email at phd.unipd.it,"c(""Process Mining"", ""Data Science"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11861,8u_lhLsAAAAJ,Jose M. Pinilla-Gonzalez,https://scholar.google.com/citations?hl=en&user=8u_lhLsAAAAJ,"Personal Científico e Investigador, Universidad de Extremadura",Verified email at unex.es,"c(""Data Science"", ""science communication"", ""citizen science"", ""environmental communication"")",2020,7,0,0,0,74.25,Top 26%,0,Top 100%,0,Top 100%
11862,dcjYuDAAAAAJ,Sadegh Jalalian,https://scholar.google.com/citations?hl=en&user=dcjYuDAAAAAJ,Doctoral Researcher,Verified email at brunel.ac.uk,"c(""Data Science"", ""Machine Learning"", ""Recommender Systems"", ""Material Science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11863,G3L4920AAAAJ,Mauricio Flores Muñoz,https://scholar.google.com/citations?hl=en&user=G3L4920AAAAJ,"Economista Investigador, Universidad Adolfo Ibáñez",Verified email at edu.uai.cl,"c(""Economics"", ""Health Economics"", ""Data Science"", ""Econometrics"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11864,_X8oKagAAAAJ,Yomna Jehad,https://scholar.google.com/citations?hl=en&user=_X8oKagAAAAJ,Data Scientist,Verified email at uottawa.ca,"c(""Data Science"", ""NLP"", ""Computer Vision"", ""AI"", ""Robotics"")",2019,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11865,5rLP1bcAAAAJ,Khusnul Khotimah,https://scholar.google.com/citations?hl=en&user=5rLP1bcAAAAJ,Universitas Indraprasta PGRI,,"c(""Teknologi Informatika"", ""Ilmu Komputer"", ""Ilmu Perikanan"", ""data science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11866,nGupmGIAAAAJ,Анастасія Васильєва,https://scholar.google.com/citations?hl=en&user=nGupmGIAAAAJ,Lviv Polytechnic National University,Verified email at lpnu.ua,"c(""Big Data"", ""Data Analysis"", ""Data Science"")",2022,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11867,aomMLmUAAAAJ,Zainab Tassala Muhammad,https://scholar.google.com/citations?hl=en&user=aomMLmUAAAAJ,Ibrahim Badamasi Babangida University,,"c(""Computer Science"", ""Data Science"", ""Users Studies"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11868,LpjTcp0AAAAJ,Hilda Romero-Velo,https://scholar.google.com/citations?hl=en&user=LpjTcp0AAAAJ,Universidade da Coruña,Verified email at udc.es,"c(""Data Science"", ""Music"")",2021,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11869,I1Pr6-sAAAAJ,Dany Prima Kresnala,https://scholar.google.com/citations?hl=en&user=I1Pr6-sAAAAJ,Universitas Raharja,Verified email at raharja.info,"c(""Information Technology"", ""Software Development"", ""Data Science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11870,Yq1Gu6YAAAAJ,Mochamad Ridwan,https://scholar.google.com/citations?hl=en&user=Yq1Gu6YAAAAJ,IPB University,Verified email at apps.ipb.ac.id,data science,2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11871,Nk0oBy4AAAAJ,Eretoru Robert,https://scholar.google.com/citations?hl=en&user=Nk0oBy4AAAAJ,University of Oklahoma,Verified email at ou.edu,"c(""Well Integrity"", ""Data Science"", ""Machine Learning"")",2022,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11872,afgatc8AAAAJ,Apoorva Maheshwari,https://scholar.google.com/citations?hl=en&user=afgatc8AAAAJ,City University of Hong Kong,Verified email at my.cityu.edu.hk,"c(""Data Science"", ""Machine Learning"", ""Urban Sustainability"")",2020,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11873,1bqnbM8AAAAJ,Rasool sahragard,https://scholar.google.com/citations?hl=en&user=1bqnbM8AAAAJ,Industrial engineering graduate,,"c(""Data science"", ""Data Mining"", ""Process Mining"", ""Business Intelligens"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11874,G0x26psAAAAJ,Ubaidullah Khan,https://scholar.google.com/citations?hl=en&user=G0x26psAAAAJ,Graduate student at University of Texas at San Antonio,Verified email at my.utsa.edu,"c(""Machine Learning"", ""Data Science"", ""Artificial Intelligence"")",2022,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11875,854mOf8AAAAJ,Ramin Ferdos,https://scholar.google.com/citations?hl=en&user=854mOf8AAAAJ,Master's Graduate of Allameh Tabataba'i University,Verified email at atu.ac.ir,"c(""Data Science"", ""Machine Learning"", ""Business Analytics"")",2021,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11876,WBNC3hUAAAAJ,Fajar Zuliansyah Trihutama,https://scholar.google.com/citations?hl=en&user=WBNC3hUAAAAJ,Universitas Pendidikan Indonesia,Verified email at upi.edu,"c(""Data Science"", ""Machine Learning"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11877,0YlYTqAAAAAJ,santhosh,https://scholar.google.com/citations?hl=en&user=0YlYTqAAAAAJ,Data Scientist,Verified email at applieddatafinance.com,Data Science,2022,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11878,xa_iXuAAAAAJ,Richard Daodu,https://scholar.google.com/citations?hl=en&user=xa_iXuAAAAAJ,,Verified email at universityofgalway.ie,"c(""Data Science"", ""Genomics"", ""Bioinformatics"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11879,SegB3SoAAAAJ,Sathyanarayan Venkateswaran,https://scholar.google.com/citations?hl=en&user=SegB3SoAAAAJ,AI Engineer,Verified email at carelon.com,"c(""Artificial Intelligence"", ""Data Science"", ""Software Engineering"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11880,kJlxN5oAAAAJ,hadi seyed,https://scholar.google.com/citations?hl=en&user=kJlxN5oAAAAJ,East Carolina University,Verified email at students.ecu.edu,Data Science,2017,4,0,0,0,58.06,Top 42%,0,Top 100%,0,Top 100%
11881,cF44aWMAAAAJ,Esben Bay Sørensen,https://scholar.google.com/citations?hl=en&user=cF44aWMAAAAJ,"Ph.D Student, IMADA",Verified email at imada.sdu.dk,Data Science,2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11882,cg-kQhUAAAAJ,Muhammad Daffa Arviano Putra,https://scholar.google.com/citations?hl=en&user=cg-kQhUAAAAJ,Paramadina University,,"c(""Machine Learning"", ""Data Science"", ""Software Engineering"")",2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11883,iweynwwAAAAJ,M. Tsaqif Wismadi,https://scholar.google.com/citations?hl=en&user=iweynwwAAAAJ,"PhD Candidate, MobilitetsLab Stor-Trondheim, Norwegian University of Science and …",Verified email at ntnu.no,"c(""transport modelling"", ""urban planning"", ""GIS"", ""machine learning"", ""data science"")",2019,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11884,l43mE9oAAAAJ,Emmanuel Le Borgne,https://scholar.google.com/citations?hl=en&user=l43mE9oAAAAJ,"Lead Data Scientist, TotalEnergies R&D Power",Verified email at totalenergies.com,"c(""Data Science"", ""Renewables"")",Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11885,YSsWnuUAAAAJ,Tanvir Ahmed Aadeef,https://scholar.google.com/citations?hl=en&user=YSsWnuUAAAAJ,Independent University Bangladesh,Verified email at iub.edu.bd,"c(""Blockchain"", ""Cryptography"", ""Cybersecurity"", ""Data Science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11886,_3B1xZQAAAAJ,Mohd Iqbal Muttaqin,https://scholar.google.com/citations?hl=en&user=_3B1xZQAAAAJ,,,"c(""Optimal Control"", ""Data Science"")",2022,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11887,2lBEIDcAAAAJ,Babasola Osibo,https://scholar.google.com/citations?hl=en&user=2lBEIDcAAAAJ,MS Student at University of Dallas,Verified email at udallas.edu,"c(""Sustainability"", ""Business"", ""Data Science"", ""Management"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11888,WjhZ5W4AAAAJ,Elda Shurdhaj,https://scholar.google.com/citations?hl=en&user=WjhZ5W4AAAAJ,,Verified email at student.ltu.se,"c(""Data Science"", ""Artificial Intelligence"", ""Railway Engineering"")",2018,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11889,x_QAliYAAAAJ,Shubhang Kaushik Prasanna,https://scholar.google.com/citations?hl=en&user=x_QAliYAAAAJ,"MS Informatics, Pennsylvania State University",Verified email at psu.edu,"c(""Distributed Computing"", ""Artificial Intelligence"", ""Data Science"", ""HCI"", ""Networking"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11890,c_wTiVwAAAAJ,Aarav Patel,https://scholar.google.com/citations?hl=en&user=c_wTiVwAAAAJ,Amity Regional High School,,"c(""Data Science"", ""Business Analytics"", ""ESG"", ""Social Network Analysis"", ""Reinforcement Learning"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11891,qwqzgtsAAAAJ,Kitesa Merga Shiferaw,https://scholar.google.com/citations?hl=en&user=qwqzgtsAAAAJ,Lecturer at Dilla university,Verified email at du.edu.et,"c(""ML"", ""Data science"", ""hydraulics and hydrology"", ""software and web development"", ""GIS and remote sensing"")",2022,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11892,YFA_GdwAAAAJ,Hasan Balable,https://scholar.google.com/citations?hl=en&user=YFA_GdwAAAAJ,Open University,Verified email at ou.ac.uk,Data Science,2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11893,rhpoKu8AAAAJ,Hatice GÜRDİL,https://scholar.google.com/citations?hl=en&user=rhpoKu8AAAAJ,Ankara Üniversitesinde Doktora Öğrencisi,,"c(""assessment and evaluation"", ""simulation in research"", ""artificial intell  Meta analysis"", ""data science"")",Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11894,V6stIcQAAAAJ,Sanyam Kumar,https://scholar.google.com/citations?hl=en&user=V6stIcQAAAAJ,,Verified email at uconn.edu,"c(""Data Science"", ""Healthcare"", ""Pharma"", ""Biotech"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11895,CZu6vkwAAAAJ,MD Mehedi Hasan Sarkar,https://scholar.google.com/citations?hl=en&user=CZu6vkwAAAAJ,,,"c(""Data Science"", ""Bioinformatics"")",2022,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11896,GQnTeKcAAAAJ,Dr. Abdul Khadar A,https://scholar.google.com/citations?hl=en&user=GQnTeKcAAAAJ,"Associate Professor, Department of ISE, SJC Institute of Technology, Chickballapur …",Verified email at sjcit.ac.in,"c(""Data Science"", ""Machine Learning"", ""Programing"", ""Cyber Security"")",2017,6,0,0,0,70.14,Top 30%,0,Top 100%,0,Top 100%
11897,0TXrbkAAAAAJ,Aaryesh Shukla,https://scholar.google.com/citations?hl=en&user=0TXrbkAAAAAJ,Student,Verified email at ds.study.iitm.ac.in,Data Science,2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11898,E-iYRIwAAAAJ,Andrii Ivanenko,https://scholar.google.com/citations?hl=en&user=E-iYRIwAAAAJ,Vasyl' Stus Donetsk National University / ДонНУ імені Василя Стуса,Verified email at donnu.edu.ua,Data Science,2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11899,WzBsmyoAAAAJ,Vedad Coric,https://scholar.google.com/citations?hl=en&user=WzBsmyoAAAAJ,"Research Engineer, Luleå University of Technology",Verified email at ltu.se,"c(""Computer Science"", ""Data Analysis"", ""Data Science"", ""Machine Learning"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11900,ofDvoeEAAAAJ,Vaishnavi Patil,https://scholar.google.com/citations?hl=en&user=ofDvoeEAAAAJ,Student,Verified email at pccoer.in,"c(""management"", ""finance"", ""deep learning"", ""speech emotion recognition"", ""data science"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11901,ou0eGXAAAAAJ,Maria Clara Assunção Viana,https://scholar.google.com/citations?hl=en&user=ou0eGXAAAAAJ,Mestranda em Engenharia Mecânica pela Universidade estadual de Campinas,Verified email at dac.unicamp.br,"c(""Machine Learning"", ""Data Science"", ""Railways"")",2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11902,WDKoxvsAAAAJ,Tobias Leong,https://scholar.google.com/citations?hl=en&user=WDKoxvsAAAAJ,"Adjunct, NUS Yong Loo Lin School of Medicine",Verified email at u.nus.edu,"c(""software engineering"", ""data engineering"", ""data science"", ""databases"", ""distributed systems"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11903,#NAME?,shubhrata kanungo,https://scholar.google.com/citations?hl=en&user=-iVk8IcAAAAJ,"Assistant Professor, Medi-Caps University Indore, MP, INDIA",Verified email at medicaps.ac.in,"c(""Data science"", ""Machine learning"", ""NLP etc"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11904,TXDG68MAAAAJ,Annisa Permatasari Ayuningtyas,https://scholar.google.com/citations?hl=en&user=TXDG68MAAAAJ,Universitas Muhammadiyah Semarang,,"c(""Machine Learning"", ""Data Science"")",2021,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11905,KqtqHQwAAAAJ,Marco Dilettis,https://scholar.google.com/citations?hl=en&user=KqtqHQwAAAAJ,"Research Fellow, Politecnico di Milano",Verified email at polimi.it,"c(""Design of Experiments"", ""Adaptive Sampling"", ""Machine Learning"", ""Data Science"", ""Process Mining"")",2021,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11906,ixD1CnoAAAAJ,Vinitha C,https://scholar.google.com/citations?hl=en&user=ixD1CnoAAAAJ,Visiting Faculty,Verified email at chanakyauniversity.edu.in,"c(""Data Analysis"", ""Data Science"", ""Machine Learning"", ""Deep Learning"")",2021,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11907,irU23FIAAAAJ,Sara Shaikh,https://scholar.google.com/citations?hl=en&user=irU23FIAAAAJ,Student,Verified email at viit.ac.in,"c(""Machine Learning"", ""Data Science"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11908,O_KgypMAAAAJ,Evžen Wybitul,https://scholar.google.com/citations?hl=en&user=O_KgypMAAAAJ,"Data Science student, ETH Zurich",Verified email at ethz.ch,"c(""data science"", ""artificial intelligence"", ""deep learning"")",2021,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11909,ka8HnxkAAAAJ,Divyansh Singh,https://scholar.google.com/citations?hl=en&user=ka8HnxkAAAAJ,Guru Gobind Singh Indraprastha University,Verified email at ieee.org,"c(""Machine Learning"", ""Data Science"", ""Artificial Intelligence"")",2021,4,0,0,0,58.06,Top 42%,0,Top 100%,0,Top 100%
