no,profile_id,profile_name,profile_link,profile_affiliations,profile_email,profile_interests,first_publication_year,total_number_publications,profile_cited_by_count,h_index,i10_index,number_publications_percentile,number_publications_rank,citation_count_percentile,citation_count_rank,hindex_percentile,hindex_rank
3614,cuuSAEYAAAAJ,Navid Bin Ahmed (ORCID: 0000-0002-8014-130X),https://scholar.google.com/citations?hl=en&user=cuuSAEYAAAAJ,Independent University Bangladesh (IUB),Verified email at iub.edu.bd,"c(""Artificial Intelligence"", ""Machine Learning"", ""Data Science"", ""Python"", ""Embedded IoT"")",2017,11,35,4,1,85.98,Top 14%,71.28,Top 29%,87.94,Top 12%
3615,D-pMJwEAAAAJ,Hossein Eskandaripour,https://scholar.google.com/citations?hl=en&user=D-pMJwEAAAAJ,"PhD Student, Wichita State University College of Engineering",Verified email at shockers.wichita.edu,"c(""Machine Learning"", ""Data Science"", ""Drone"", ""Logistics"", ""Path Planning"")",2023,3,35,1,1,49.22,Top 51%,71.28,Top 29%,51.58,Top 48%
3616,9XecYYYAAAAJ,Linh Nguyen,https://scholar.google.com/citations?hl=en&user=9XecYYYAAAAJ,"PhD Candidate, University of Minnesota",Verified email at umn.edu,"c(""data science"", ""applied statistics"", ""personality dynamics"", ""psychometrics"", ""behavior genetics"")",2020,7,35,3,2,74.25,Top 26%,71.28,Top 29%,81.33,Top 19%
3617,NGJqMxsAAAAJ,Farshad Barghi Golezani,https://scholar.google.com/citations?hl=en&user=NGJqMxsAAAAJ,Case Western Reserve University,Verified email at case.edu,"c(""Heat and Mass Transfer"", ""Thermal Management"", ""Image Processing"", ""Data Science"")",2019,4,35,3,1,58.06,Top 42%,71.28,Top 29%,81.33,Top 19%
3618,9DZFq5YAAAAJ,Simon Rolph,https://scholar.google.com/citations?hl=en&user=9DZFq5YAAAAJ,"Data Scientist, UKCEH",Verified email at ceh.ac.uk,"c(""Biodiversity"", ""citizen science"", ""data science"")",2017,5,35,1,1,64.55,Top 35%,71.28,Top 29%,51.58,Top 48%
3619,tutodOMAAAAJ,Mauricio Costa Cordeiro,https://scholar.google.com/citations?hl=en&user=tutodOMAAAAJ,PhD student in Human Performance at Technological University of the Shannon (TUS),Verified email at ait.ie,"c(""Sports Analytics"", ""Inertial Sensors"", ""Data Science"", ""Immersive systems"", ""Sport Psychology"")",2018,3,35,1,1,49.22,Top 51%,71.28,Top 29%,51.58,Top 48%
3620,QJfEzKYAAAAJ,Farshid Sadeghian,https://scholar.google.com/citations?hl=en&user=QJfEzKYAAAAJ,Simon Fraser University,Verified email at sfu.ca,"c(""Data Science"", ""Signal and Image Processing"", ""Data Analysis"")",2018,11,35,4,1,85.98,Top 14%,71.28,Top 29%,87.94,Top 12%
3621,I44YqIYAAAAJ,Marcus Ritter,https://scholar.google.com/citations?hl=en&user=I44YqIYAAAAJ,"PhD Student Technical University of Darmstadt, Computing Intern at Lawrence Livermore …",Verified email at tu-darmstadt.de,"c(""Deep Learning"", ""AI"", ""Data Science"", ""Performance Modeling"", ""HPC"")",2020,9,35,4,1,81.16,Top 19%,71.28,Top 29%,87.94,Top 12%
3622,MQi6I1kAAAAJ,Joshua osborne,https://scholar.google.com/citations?hl=en&user=MQi6I1kAAAAJ,University of Texas at Texas,Verified email at uta.edu,"c(""Astrophysics"", ""Astronomy"", ""Data Science"")",2019,13,35,3,2,89.04,Top 11%,71.28,Top 29%,81.33,Top 19%
3623,oUNyeYMAAAAJ,Mahadharsan Ravichandran,https://scholar.google.com/citations?hl=en&user=oUNyeYMAAAAJ,Northeastern University,Verified email at northeastern.edu,"c(""I'm looking for projects in Machine Learning"", ""Data Science"", ""Data Engineering"", ""Supply chain"")",2020,7,35,4,1,74.25,Top 26%,71.28,Top 29%,87.94,Top 12%
3624,gVl4KjgAAAAJ,Jacopo Fior,https://scholar.google.com/citations?hl=en&user=gVl4KjgAAAAJ,Politecnico di Torino,Verified email at polito.it,"c(""Machine Learning"", ""Data Science"", ""Data Mining"", ""Financial Data"", ""Cryptocurrencies"")",2020,16,35,4,0,92.47,Top 8%,71.28,Top 29%,87.94,Top 12%
3625,pFsYDJMAAAAJ,Danny A. Rojas-Moreno,https://scholar.google.com/citations?hl=en&user=pFsYDJMAAAAJ,Master in Science (FZEA - USP) - Software engineering student (UMB),Verified email at usp.br,"c(""Developer"", ""Data science"", ""Environmental"", ""Ecology"", ""Economy."")",2019,33,35,3,1,98.43,Top 2%,71.28,Top 29%,81.33,Top 19%
3626,3PyIa1UAAAAJ,Salma Largo,https://scholar.google.com/citations?hl=en&user=3PyIa1UAAAAJ,Researcher,Verified email at usmba.ac.ma,"c(""Data Science"", ""Machine Learning"", ""Optimization"")",2020,4,35,3,2,58.06,Top 42%,71.28,Top 29%,81.33,Top 19%
3627,hO0law4AAAAJ,sajjad ahmadi,https://scholar.google.com/citations?hl=en&user=hO0law4AAAAJ,"Department of Electrical and Computer Engineering, Pavia University, Pavia, Italy.",Verified email at universitadipavia.it,"c(""Machine Learning"", ""Data Science"", ""Control"", ""Power Electrical Engineering"", ""Renewable Energies"")",2020,5,35,3,1,64.55,Top 35%,71.28,Top 29%,81.33,Top 19%
3628,c7yboKsAAAAJ,Jaya Srivastava,https://scholar.google.com/citations?hl=en&user=c7yboKsAAAAJ,Student at Indian Institute of Technology,Verified email at iitk.ac.in,"c(""Machine learning"", ""Robotics"", ""Data science"", ""Mechanical Engineering"", ""Signal Processing"")",2020,2,35,2,1,38.05,Top 62%,71.28,Top 29%,70.49,Top 30%
3629,R8NV7BcAAAAJ,Paulo G. Batidor,https://scholar.google.com/citations?hl=en&user=R8NV7BcAAAAJ,Visayas State University,Verified email at vsu.edu.ph,"c(""Statistics"", ""Data Science"", ""Biostatistics"")",2020,3,35,3,1,49.22,Top 51%,71.28,Top 29%,81.33,Top 19%
3630,lb3LbV0AAAAJ,Ali Abdallah Adam,https://scholar.google.com/citations?hl=en&user=lb3LbV0AAAAJ,Lecturer - Neelain University,Verified email at neelain.edu.sd,"c(""Data Science"", ""Information Systems"")",2017,7,35,3,1,74.25,Top 26%,71.28,Top 29%,81.33,Top 19%
3631,l5gZ2NkAAAAJ,Daniel G. León,https://scholar.google.com/citations?hl=en&user=l5gZ2NkAAAAJ,Karolinska Institutet,Verified email at ki.se,"c(""Medical imaging"", ""Deep learning"", ""Data science"")",2019,3,35,3,2,49.22,Top 51%,71.28,Top 29%,81.33,Top 19%
3632,J9tIhv4AAAAJ,Atharv Nikam,https://scholar.google.com/citations?hl=en&user=J9tIhv4AAAAJ,Student,Verified email at iu.edu,"c(""Data Science"", ""Machine Learning"", ""Generative AI"")",2020,4,35,2,1,58.06,Top 42%,71.28,Top 29%,70.49,Top 30%
3633,BVVut_EAAAAJ,Gwangmin Kim,https://scholar.google.com/citations?hl=en&user=BVVut_EAAAAJ,"Data Scientist, Meta (Facebook)",Verified email at utexas.edu,"c(""Data Science"", ""Causal Inference"", ""Inflation"")",2022,2,35,1,1,38.05,Top 62%,71.28,Top 29%,51.58,Top 48%
3634,EVOzBF4AAAAJ,Zechen Li,https://scholar.google.com/citations?hl=en&user=EVOzBF4AAAAJ,"University of New South Wales, Sydney",Verified email at unsw.edu.au,"c(""Data Science"", ""Natural Language Processing"")",2021,4,35,3,2,58.06,Top 42%,71.28,Top 29%,81.33,Top 19%
3635,Td_lgmQAAAAJ,Dr. Rashi Jaiswal,https://scholar.google.com/citations?hl=en&user=Td_lgmQAAAAJ,"AIML Researcher, India",Verified email at ieee.org,"c(""Data Mining"", ""Data Science"", ""Machine Learning"", ""Deep Learning"", ""Time series Analysis"")",2021,13,35,3,2,89.04,Top 11%,71.28,Top 29%,81.33,Top 19%
3636,8-IY1FcAAAAJ,Jaimin Panchal Alkeshkumar,https://scholar.google.com/citations?hl=en&user=8-IY1FcAAAAJ,Alumnus,Verified email at sot.pdpu.ac.in,"c(""Machine Learning"", ""Data Science"", ""Signal Processing"", ""Fault Diagnosis"")",2021,7,35,1,1,74.25,Top 26%,71.28,Top 29%,51.58,Top 48%
3637,1eFOIVMAAAAJ,Ramandeep Singh Makhija,https://scholar.google.com/citations?hl=en&user=1eFOIVMAAAAJ,"Data Scientist, University of Notre Dame",Verified email at nd.edu,"c(""Data Science"", ""Optimization"", ""Manufacturing"", ""Energy"")",2018,5,35,2,2,64.55,Top 35%,71.28,Top 29%,70.49,Top 30%
3638,Yl1doQQAAAAJ,Allie Caughman,https://scholar.google.com/citations?hl=en&user=Yl1doQQAAAAJ,"University of California, Santa Barbara",Verified email at ucsb.edu,"c(""Movement Ecology"", ""Conservation"", ""Data Science"")",2018,4,35,2,1,58.06,Top 42%,71.28,Top 29%,70.49,Top 30%
3639,K_hcvu4AAAAJ,Albandary  Alamer,https://scholar.google.com/citations?hl=en&user=K_hcvu4AAAAJ,"Lecturer, Department of Computer Information Systems, College of Computer Science and …",Verified email at iau.edu.sa,"c(""Data science"", ""Informatics."")",2020,3,35,3,1,49.22,Top 51%,71.28,Top 29%,81.33,Top 19%
3640,lN7jEjcAAAAJ,Shahina Cp,https://scholar.google.com/citations?hl=en&user=lN7jEjcAAAAJ,Research scholar,Verified email at kannuruniv.ac.in,"c(""spatial search and algorithms"", ""Artificial Intelligence"", ""Data Science"")",2021,3,35,1,1,49.22,Top 51%,71.28,Top 29%,51.58,Top 48%
3641,K24m2d8AAAAJ,lauren ansell,https://scholar.google.com/citations?hl=en&user=K24m2d8AAAAJ,Lecturer in Data Science,Verified email at plymouth.ac.uk,"c(""data science"", ""multivariate modelling"", ""spatial statistics"", ""machine learning"")",2018,7,35,4,2,74.25,Top 26%,71.28,Top 29%,87.94,Top 12%
3642,zyhdr7cAAAAJ,Balaji N,https://scholar.google.com/citations?hl=en&user=zyhdr7cAAAAJ,"Assistant Professor Grade - III, NMAM Institute of Technology, NITTE (Deemed to be …",Verified email at nitte.edu.in,"c(""Artificial Intelligence"", ""Machine Learning"", ""Data Science"")",2017,17,35,4,1,93.33,Top 7%,71.28,Top 29%,87.94,Top 12%
3643,n3QYB5MAAAAJ,Bashaer Alsaadi,https://scholar.google.com/citations?hl=en&user=n3QYB5MAAAAJ,"Lecturer, Saudi Electronic University",Verified email at seu.edu.sa,"c(""Software Engineering"", ""Artificial Intelligent"", ""Data Science"")",2022,2,35,2,1,38.05,Top 62%,71.28,Top 29%,70.49,Top 30%
3644,tIyn0fwAAAAJ,Yinusa Olasupo,https://scholar.google.com/citations?hl=en&user=tIyn0fwAAAAJ,"Lecturer, Computer Science, Federal University Wukari, Wukari - Nigeria",,"c(""machine learning"", ""data science"")",2020,5,35,3,1,64.55,Top 35%,71.28,Top 29%,81.33,Top 19%
3645,ptEfoT4AAAAJ,John E Hughes,https://scholar.google.com/citations?hl=en&user=ptEfoT4AAAAJ,"School of Population Health, Royal College of Surgeons in Ireland",Verified email at tcd.ie,"c(""Pharmacoepidemiology"", ""Biostatistics"", ""Data Science"", ""Pharmacoeconomics"")",2020,13,35,3,1,89.04,Top 11%,71.28,Top 29%,81.33,Top 19%
3646,wE4TjYkAAAAJ,Pietro Bonardi,https://scholar.google.com/citations?hl=en&user=wE4TjYkAAAAJ,"Datascience student, Università degli studi di Milano-Bicocca",Verified email at campus.unimib.it,Data Science,2021,2,35,1,1,38.05,Top 62%,71.28,Top 29%,51.58,Top 48%
3647,onpTbaMAAAAJ,Jiahui Ye,https://scholar.google.com/citations?hl=en&user=onpTbaMAAAAJ,"Ph.D. Candidate, Texas A&M University",Verified email at tamu.edu,"c(""Data Science"", ""Bayesian"", ""Uncertainty Quantification"", ""Advanced Manufacturing"", ""Additive Manufacturing"")",2021,9,35,3,1,81.16,Top 19%,71.28,Top 29%,81.33,Top 19%
3648,Yy7cmf0AAAAJ,Felipe Cornejo Rivas,https://scholar.google.com/citations?hl=en&user=Yy7cmf0AAAAJ,"Professor, Pontificia Universidad Católica de Chile",Verified email at uc.cl,"c(""Data science"", ""Process Mining"", ""Machine Learning"", ""Optimization"", ""Business Process"")",2019,4,35,1,1,58.06,Top 42%,71.28,Top 29%,51.58,Top 48%
3649,R45F_dkAAAAJ,Andrea Cavallone,https://scholar.google.com/citations?hl=en&user=R45F_dkAAAAJ,Data Scientist,Verified email at realemutua.it,"c(""Data Science"", ""Complex Systems Physics"")",2021,2,35,2,1,38.05,Top 62%,71.28,Top 29%,70.49,Top 30%
3650,G8GnKLgAAAAJ,Abhinav Prakash,https://scholar.google.com/citations?hl=en&user=G8GnKLgAAAAJ,Senior Data Scientist at Walmart Labs,Verified email at walmart.com,"c(""Applied Statistics"", ""Machine Learning"", ""Data Science"")",2020,6,35,3,1,70.14,Top 30%,71.28,Top 29%,81.33,Top 19%
3651,7_W89GEAAAAJ,Yesha Patel,https://scholar.google.com/citations?hl=en&user=7_W89GEAAAAJ,Graduate Student at Northeastern University,Verified email at northeastern.edu,"c(""Data Analytics"", ""Data Science"")",2018,14,35,4,1,90.47,Top 10%,71.28,Top 29%,87.94,Top 12%
3652,cgnUH6UAAAAJ,Sadia Parvin Ripa,https://scholar.google.com/citations?hl=en&user=cgnUH6UAAAAJ,Machine Learning and Data Science Engineer,Verified email at std.ewubd.edu,"c(""Machine Learning"", ""Artificial Intelligence"", ""Data Science"", ""Blockchain"")",2021,1,35,1,1,22.01,Top 78%,71.28,Top 29%,51.58,Top 48%
3653,LQR6PqQAAAAJ,Jennifer M. Fowler,https://scholar.google.com/citations?hl=en&user=LQR6PqQAAAAJ,Arkansas State University,Verified email at smail.astate.edu,"c(""Machine learning"", ""data science"", ""education"", ""quantum information science"", ""biosciences"")",2020,9,35,4,1,81.16,Top 19%,71.28,Top 29%,87.94,Top 12%
3654,GA7V07UAAAAJ,Camilius Amevorku,https://scholar.google.com/citations?hl=en&user=GA7V07UAAAAJ,"PhD, Clemson University",Verified email at g.clemson.edu,"c(""Earthquake Engineering"", ""Geotechnical Engineering"", ""Data Science"")",2022,10,35,5,0,83.8,Top 16%,71.28,Top 29%,92.16,Top 8%
3655,NhGnV44AAAAJ,Miftahul Ihsan.,https://scholar.google.com/citations?hl=en&user=NhGnV44AAAAJ,UIN Sultan Syarif Kasim Riau,Verified email at students.uin-suska.ac.id,"c(""data science"", ""mobile app development"")",2021,3,35,3,2,49.22,Top 51%,71.28,Top 29%,81.33,Top 19%
3656,sQhRHHIAAAAJ,Siya Qiu,https://scholar.google.com/citations?hl=en&user=sQhRHHIAAAAJ,"Postgraduate student, Hong Kong University of Science and Technology",Verified email at connect.ust.hk,"c(""data science"", ""marine science"", ""deep learnng"")",2019,1,35,1,1,22.01,Top 78%,71.28,Top 29%,51.58,Top 48%
3657,#NAME?,Elena Egorova,https://scholar.google.com/citations?hl=en&user=-RXf7D0AAAAJ,ITMO University,Verified email at itmo.ru,data science,2020,13,35,4,1,89.04,Top 11%,71.28,Top 29%,87.94,Top 12%
3658,WgeThzgAAAAJ,Urvashi Bhardwaj,https://scholar.google.com/citations?hl=en&user=WgeThzgAAAAJ,PhD scholar,Verified email at jamiahamdard.ac.in,"c(""data science"", ""Bioinformatics"", ""virus-host interactions"")",2022,4,35,2,1,58.06,Top 42%,71.28,Top 29%,70.49,Top 30%
3659,ypcxv4AAAAAJ,K Ramesh,https://scholar.google.com/citations?hl=en&user=ypcxv4AAAAAJ,"Research Scholar, BITS Pilani, Hyderabad Campus",Verified email at hyderabad.bits-pilani.ac.in,"c(""Automation"", ""Data Science"")",2022,5,35,2,1,64.55,Top 35%,71.28,Top 29%,70.49,Top 30%
3660,8y7CqcwAAAAJ,Nicolás Riveras Muñoz,https://scholar.google.com/citations?hl=en&user=8y7CqcwAAAAJ,"PhD candidate, University of Tübingen",Verified email at ug.uchile.cl,"c(""Soil Science"", ""Soil Erosion"", ""Data Science"", ""Biogeomorphology"")",2020,11,35,4,1,85.98,Top 14%,71.28,Top 29%,87.94,Top 12%
3661,e_cux60AAAAJ,Pierre-Eddy Dandrieux,https://scholar.google.com/citations?hl=en&user=e_cux60AAAAJ,PhD Student,Verified email at univ-st-etienne.fr,"c(""Applied artificial intelligence"", ""Modeling"", ""Biomechanics"", ""Data science"")",2020,19,35,3,0,94.57,Top 5%,71.28,Top 29%,81.33,Top 19%
3662,ucZxKGgAAAAJ,Yogesh Bansal,https://scholar.google.com/citations?hl=en&user=ucZxKGgAAAAJ,,,Data Science,2020,2,35,2,2,38.05,Top 62%,71.28,Top 29%,70.49,Top 30%
3663,RcAugkQAAAAJ,Ryan Aldiansyah Akbar,https://scholar.google.com/citations?hl=en&user=RcAugkQAAAAJ,"Researcher, The Department of Communication, Informatics, and Statistics of DKI Jakarta",Verified email at jakarta.go.id,"c(""Development Policy"", ""Digital Transformation"", ""Data Science"")",2022,6,35,3,2,70.14,Top 30%,71.28,Top 29%,81.33,Top 19%
3664,faOrQ4wAAAAJ,Nikhil Jindal,https://scholar.google.com/citations?hl=en&user=faOrQ4wAAAAJ,University of Southern California,Verified email at usc.edu,"c(""AI for Social Good"", ""Computational Social Science"", ""Machine Learning"", ""Data Science"", ""Social Media"")",2023,2,35,2,1,38.05,Top 62%,71.28,Top 29%,70.49,Top 30%
3665,B0lgQs0AAAAJ,Hoa Dinh,https://scholar.google.com/citations?hl=en&user=B0lgQs0AAAAJ,Ho Chi Minh City University of Foreign Languages and Information Technology (HUFLIT),Verified email at huflit.edu.vn,"c(""Artificial Intelligence"", ""Natural Language Processing"", ""Data Science"", ""Machine Learning"")",2021,5,35,3,1,64.55,Top 35%,71.28,Top 29%,81.33,Top 19%
3666,5_s2CHgAAAAJ,Dr. Pankaj Sharma,https://scholar.google.com/citations?hl=en&user=5_s2CHgAAAAJ,Associate Professor,,"c(""Welding"", ""Magnesium Alloy"", ""Data Science"", ""MLDLCNNRNN"")",2019,5,35,4,1,64.55,Top 35%,71.28,Top 29%,87.94,Top 12%
3667,XCT3VYwAAAAJ,Mokh Afifuddin,https://scholar.google.com/citations?hl=en&user=XCT3VYwAAAAJ,"Graduate Student, Pukyong National University",Verified email at ak-tekstilsolo.ac.id,"c(""Data Science"", ""Machine Learning"", ""Technology Management"")",2017,11,34,3,1,85.98,Top 14%,70.83,Top 29%,81.33,Top 19%
3668,dxo3w_EAAAAJ,Peter Mathews,https://scholar.google.com/citations?hl=en&user=dxo3w_EAAAAJ,"School of Mathematical Sciences, The University of Adelaide",Verified email at adelaide.edu.au,Data Science,2017,4,34,2,1,58.06,Top 42%,70.83,Top 29%,70.49,Top 30%
3669,phBM5Z4AAAAJ,Oluwole Victor Olobatuyi,https://scholar.google.com/citations?hl=en&user=phBM5Z4AAAAJ,Canadian Western Bank,Verified email at cwbank.com,Data Science,2017,3,34,2,2,49.22,Top 51%,70.83,Top 29%,70.49,Top 30%
3670,ZmudRLcAAAAJ,Ulfat Imdad,https://scholar.google.com/citations?hl=en&user=ZmudRLcAAAAJ,"PhD. Scholar, Department of Computer Science, National Textile University Faisalabad …",Verified email at student.ntu.edu.pk,"c(""Computer Vision"", ""Data Science"", ""Machine Learning"", ""Data Visualization"", ""Data Analytics"")",2017,6,34,3,2,70.14,Top 30%,70.83,Top 29%,81.33,Top 19%
3671,oam2ZBkAAAAJ,Ci Zhang,https://scholar.google.com/citations?hl=en&user=oam2ZBkAAAAJ,AIA,Verified email at aia.com,"c(""Physical Oceanography"", ""Data Science"", ""Machine Learning"")",2018,1,34,1,1,22.01,Top 78%,70.83,Top 29%,51.58,Top 48%
3672,WJOvTJMAAAAJ,Ahmed Gailan Qasem,https://scholar.google.com/citations?hl=en&user=WJOvTJMAAAAJ,"PhD Candidate, Binghamton University",Verified email at binghamton.edu,"c(""Modeling and Simulation"", ""Machine Learning"", ""Data Science"", ""Operations Research"")",2018,9,34,4,1,81.16,Top 19%,70.83,Top 29%,87.94,Top 12%
3673,oUwK7GgAAAAJ,Syrus Gomari,https://scholar.google.com/citations?hl=en&user=oUwK7GgAAAAJ,Mobility Vision+,Verified email at mobilityvisionplus.com,"c(""Intelligent transport systems"", ""data science"", ""sustainable mobility planning"", ""urban analytics"")",2019,7,34,3,2,74.25,Top 26%,70.83,Top 29%,81.33,Top 19%
3674,6SpVJRkAAAAJ,Shikhar Makhija,https://scholar.google.com/citations?hl=en&user=6SpVJRkAAAAJ,"Bachelors of Engineering, Netaji Subhas Institute of Technology",Verified email at nsit.net.in,"c(""Game Theory"", ""Cryptography"", ""Data Science"", ""AI"")",2018,3,34,2,1,49.22,Top 51%,70.83,Top 29%,70.49,Top 30%
3675,Q-buRVEAAAAJ,Rylan Steinkey,https://scholar.google.com/citations?hl=en&user=Q-buRVEAAAAJ,Public Health Agency of Canada,Verified email at phac-aspc.gc.ca,"c(""Machine learning"", ""Data Science"", ""Antimicrobial Resistance."")",2018,5,34,3,2,64.55,Top 35%,70.83,Top 29%,81.33,Top 19%
3676,wpjJ23EAAAAJ,Andréa B. Duque,https://scholar.google.com/citations?hl=en&user=wpjJ23EAAAAJ,UFPE,Verified email at cin.ufpe.br,"c(""Data Science"", ""Network Analysis"")",2019,3,34,2,1,49.22,Top 51%,70.83,Top 29%,70.49,Top 30%
3677,AuXRC8wAAAAJ,Hasan Tanvir,https://scholar.google.com/citations?hl=en&user=AuXRC8wAAAAJ,University of Tartu,Verified email at ut.ee,"c(""Data Science"", ""Natural Language Processing"")",2017,3,34,2,1,49.22,Top 51%,70.83,Top 29%,70.49,Top 30%
3678,G3BTEEAAAAAJ,Rashmi Muthusinghe,https://scholar.google.com/citations?hl=en&user=G3BTEEAAAAAJ,Sri Lanka Institute of Information Technology,,"c(""data science"", ""machine learning"")",2018,1,34,1,1,22.01,Top 78%,70.83,Top 29%,51.58,Top 48%
3679,Y1wRfTYAAAAJ,Nargess Ghassempour,https://scholar.google.com/citations?hl=en&user=Y1wRfTYAAAAJ,"PhD Scholar, Western Sydney University",Verified email at westernsydney.edu.au,"c(""Data Science"", ""Health"", ""Epidemiology"", ""Machine Learning"", ""Image Processing"")",2018,8,34,4,1,78.01,Top 22%,70.83,Top 29%,87.94,Top 12%
3680,iC2z02AAAAAJ,Jin Jin,https://scholar.google.com/citations?hl=en&user=iC2z02AAAAAJ,Chengdu University of Information Technology,Verified email at mails.ucas.edu.cn,"c(""Data mining"", ""Computational intelligence， Big Data"", ""Data Science"")",2018,21,34,4,1,95.52,Top 4%,70.83,Top 29%,87.94,Top 12%
3681,er74xyMAAAAJ,Hério Sousa,https://scholar.google.com/citations?hl=en&user=er74xyMAAAAJ,"PhD, Universidade Federal de São Paulo",Verified email at unifesp.br,"c(""Machine Learning"", ""Data Mining"", ""Data Science"", ""Bioinformatics"")",2018,6,34,3,2,70.14,Top 30%,70.83,Top 29%,81.33,Top 19%
